metric,mean,std
best_val_acc,0.8396871945259042,0.0039052687797136065
test_acc,0.8381777777777778,0.008044689990113795
test_f1,0.8378900469624259,0.008300691449752635
train_time,14.055168469746908,0.2752822452393099
inference_time,0.16909329096476236,0.02609736336344561
