seed,best_val_acc,best_epoch,test_acc,test_f1,train_time,inference_time
42,0.8425753132498001,1,0.8466666666666667,0.8465297684918017,14.257455110549927,0.16019511222839355
123,0.8412423353772327,1,0.8372,0.8371643324753855,14.166370153427124,0.19847607612609863
456,0.8352439349506798,2,0.8306666666666667,0.8299760399200906,13.741680145263672,0.14860868453979492
