dataset,model,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,train_time_mean,train_time_std,infer_time_mean,infer_time_std
agnews_main,BERT-base,0.931140350877193,0.0016346179959284817,0.931138434294659,0.0016346093373870516,113.14618078867595,1.079923859866971,2.664318084716797,0.018721764768469307
agnews_main,DistilBERT,0.9278070175438596,0.0010956136839295621,0.927779636774169,0.0011013130202317287,37.78635851542155,1.3206527349765491,1.2121740182240803,0.005180624183871667
imdb_main,BERT-base,0.9006666666666666,0.0017333333333333764,0.9006511727515907,0.001724759338450499,225.855815410614,0.9168098160746895,3.340728998184204,0.023270872169177528
imdb_main,DistilBERT,0.8871555555555556,0.0022797010850191214,0.8871342008966895,0.002267763865968248,71.47348960240681,15.426297123809126,1.5557841459910076,0.0074166409373687394
