seed,best_val_acc,best_val_f1,best_epoch,test_acc,test_f1,train_time,inference_time
42,0.8825,0.8826081293786799,1,0.8896052631578948,0.8896970829086227,1.1132817268371582,0.11458897590637207
123,0.8785,0.8788397157236216,1,0.8752631578947369,0.8760700720141799,1.1304659843444824,0.1701056957244873
456,0.8785,0.8787740837992111,1,0.8743421052631579,0.8751336946671635,1.136565923690796,0.11235284805297852
